id,cultivo,topografia
20.792,Pastos,Ondulado
20.794,Pastos,Ondulado
20.795,Pastos,Pendiente
20.796,Pastos,Ondulado
20.797,Pastos,Ondulado
20.8,Pastos,Pendiente
20.801,Pastos,Ondulado
20.802,Pastos,Ondulado
20.803,Pastos,Ondulado
20.808,Pastos,Ondulado
20.81,Pastos,Pendiente
20.811,Pastos,Pendiente
20.812,Pastos,Pendiente
20.815,Pastos,Ondulado
20.819,Pastos,Ondulado
20.825,Pastos,Pendiente
20.826,Pastos,Ondulado
20.827,Pastos,Ondulado
20.829,Pastos,Pendiente
20.83,Pastos,Pendiente
20.831,Pastos,Pendiente
20.832,Pastos,Ondulado
20.835,Pastos,Ondulado
20.838,Pastos,Ondulado
20.843,Pastos,Pendiente
20.846,Pastos,Pendiente
20.85,Pastos,Pendiente
20.854,Pastos,Ondulado
20.855,Pastos,Ondulado
20.856,Pastos,Pendiente
20.858,Pastos,Pendiente
20.86,Pastos,Pendiente
20.861,Pastos,Pendiente
20.862,Pastos,Ondulado
20.863,Pastos,Ondulado
20.864,Pastos,Ondulado
20.865,Pastos,Ondulado
20.866,Pastos,Pendiente
20.867,Pastos,Pendiente
20.869,Pastos,Ondulado
20.87,Pastos,Pendiente
20.872,Pastos,Pendiente
20.873,Pastos,Ondulado
20.875,Pastos,Ondulado
20.878,Café,Pendiente
20.879,Aguacate,Pendiente
20.881,Pastos,Pendiente
20.882,Arroz,Plano
20.883,Pastos,Ondulado
20.887,Caña Panelera,Ondulado
20.888,Caña Panelera,Ondulado
20.889,Caña Panelera,Ondulado
20.891,Caña Panelera,Ondulado
20.892,Caña Panelera,Ondulado
20.893,Caña Panelera,Ondulado
20.894,Caña Panelera,Ondulado
20.896,Pastos,Pendiente
20.9,Pastos,Plano
20.902,Caña Panelera,Ondulado
20.903,Arroz,Plano
20.904,Arroz,Plano
20.905,Arroz,Plano
20.916,Pastos,Ondulado
20.918,Pasto Kikuyo,Plano
20.925,Pastos,Pendiente
20.928,Arroz,Plano
20.929,Arroz,Plano
20.93,Pastos,Pendiente
20.931,Aguacate,Plano
20.933,Aguacate,Ondulado
20.934,Aguacate,Pendiente
20.935,Aguacate,Ondulado
20.937,Caña Panelera,Ondulado
20.938,Caña Panelera,Ondulado
20.939,Caña Panelera,Ondulado
20.94,Caña Panelera,Ondulado
20.941,Caña Panelera,Ondulado
20.942,Caña Panelera,Ondulado
20.943,Caña Panelera,Ondulado
20.944,Caña Panelera,Ondulado
20.945,Caña Panelera,Ondulado
20.946,Caña Panelera,Ondulado
20.947,Caña Panelera,Ondulado
20.948,Caña Panelera,Ondulado
20.949,Caña Panelera,Ondulado
20.95,Caña Panelera,Ondulado
20.951,Caña Panelera,Ondulado
20.952,Pastos,Pendiente
20.953,Caña Panelera,Ondulado
20.954,Pastos,Ondulado
20.956,Pastos,Ondulado
20.957,Pastos,Ondulado
20.958,Arroz,Plano
20.959,Arroz,Plano
20.961,Pastos,Plano
20.962,Arroz,Plano
20.963,Arroz,Plano
20.964,Caña Panelera,Ondulado
20.965,Caña Panelera,Ondulado
20.966,Caña Panelera,Ondulado
20.967,Caña Panelera,Ondulado
20.968,Caña Panelera,Ondulado
20.969,Caña Panelera,Ondulado
20.97,Caña Panelera,Ondulado
20.971,Caña Panelera,Ondulado
20.972,Caña Panelera,Ondulado
20.973,Pastos,Pendiente
20.977,Pastos,Plano
20.978,Pastos,Pendiente
20.979,Pastos,Pendiente
20.98,Pastos,Plano
20.981,Pastos,Plano
20.982,Pastos,Plano
20.983,Pastos,Plano
20.984,Pastos,Plano
20.985,Pastos,Plano
20.986,Caña Panelera,Ondulado
20.987,Pastos,Plano
20.988,Pastos,Plano
20.989,Pastos,Plano
20.99,Pastos,Plano
20.991,Pastos,Plano
20.992,Pastos,Plano
20.993,Pastos,Plano
20.994,Pastos,Plano
20.995,Pastos,Plano
20.996,Pastos,Plano
20.997,Pastos,Plano
20.998,Pastos,Plano
20.999,Pastos,Plano
21,Pastos,Plano
21.001,Pastos,Plano
21.002,Pastos,Plano
21.005,Pastos,Pendiente
21.006,Pastos,Plano
21.007,Pastos,Plano
21.008,Pastos,Plano
21.009,Pastos,Pendiente
21.01,Pastos,Pendiente
21.012,Pastos,Pendiente
21.013,Pastos,Pendiente
21.017,Caña Panelera,Ondulado
21.018,Caña Panelera,Pendiente
21.019,Caña Panelera,Ondulado
21.02,Caña Panelera,Ondulado
21.021,Caña Panelera,Pendiente
21.022,Caña Panelera,Ondulado
21.023,Caña Panelera,Ondulado
21.024,Pastos,Ondulado
21.025,Pastos,Plano
21.026,Caña Panelera,Ondulado
21.027,Caña Panelera,Ondulado
21.029,Caña Panelera,Ondulado
21.03,Caña Panelera,Ondulado
21.031,Caña Panelera,Ondulado
21.032,Caña Panelera,Ondulado
21.033,Caña Panelera,Ondulado
21.034,Caña Panelera,Ondulado
21.035,Caña Panelera,Ondulado
21.036,Caña Panelera,Ondulado
21.037,Caña Panelera,Ondulado
21.039,Caña Panelera,Ondulado
21.04,Caña Panelera,Ondulado
21.041,Caña Panelera,Ondulado
21.042,Caña Panelera,Ondulado
21.043,Caña Panelera,Ondulado
21.044,Caña Panelera,Ondulado
21.045,Caña Panelera,Ondulado
21.047,Caña Panelera,Ondulado
21.048,Caña Panelera,Ondulado
21.049,Caña Panelera,Ondulado
21.052,Caña Panelera,Ondulado
21.053,Caña Panelera,Ondulado
21.054,Caña Panelera,Ondulado
21.055,Caña Panelera,Ondulado
21.056,Caña Panelera,Ondulado
21.057,Caña Panelera,Ondulado
21.058,Caña Panelera,Ondulado
21.059,Caña Panelera,Ondulado
21.06,Caña Panelera,Ondulado
21.061,Caña Panelera,Ondulado
21.063,Caña Panelera,Ondulado
21.064,Caña Panelera,Ondulado
21.065,Caña Panelera,Ondulado
21.076,Caña Panelera,Ondulado
21.077,Caña Panelera,Ondulado
21.078,Caña Panelera,Ondulado
21.079,Caña Panelera,Ondulado
21.081,Caña Panelera,Ondulado
21.082,Caña Panelera,Ondulado
21.083,Aguacate,Pendiente
21.084,Aguacate,Pendiente
21.085,Aguacate,Pendiente
21.086,Aguacate,Pendiente
21.087,Aguacate,Ondulado
21.088,Aguacate,Ondulado
21.089,Aguacate,Ondulado
21.09,Aguacate,Pendiente
21.091,Aguacate,Ondulado
21.092,Aguacate,Pendiente
21.093,Pastos,Plano
21.094,Aguacate,Pendiente
21.095,Aguacate,Pendiente
21.096,Aguacate,Pendiente
21.097,Aguacate,Pendiente
21.098,Aguacate,Ondulado
21.099,Aguacate,Pendiente
21.1,Aguacate,Pendiente
21.101,Aguacate,Pendiente
21.102,Aguacate,Pendiente
21.103,Aguacate,Pendiente
21.104,Pastos,Plano
21.105,Aguacate,Pendiente
21.106,Pastos,Ondulado
21.107,Arroz,Plano
21.109,Caucho,Plano
21.11,Arroz,Plano
21.111,Arroz,Plano
21.112,Pastos,Plano
21.114,Arroz,Plano
21.115,Arroz,Plano
21.116,Arroz,Plano
21.117,Arroz,Plano
21.118,Arroz,Plano
21.12,Pastos,Plano
21.123,Pastos,Ondulado
21.124,Arroz,Plano
21.125,Arroz,Plano
21.126,Cacao,Plano
21.127,Aguacate,Pendiente
21.128,Arroz,Plano
21.129,Aguacate,Pendiente
21.13,Aguacate,Pendiente
21.131,Pastos,Plano
21.132,Pastos,Plano
21.133,Pastos,Plano
21.134,Arroz,Plano
21.137,Pastos,Plano
21.138,Pastos,Plano
21.139,Arroz,Plano
21.14,Pastos,Plano
21.141,Pastos,Plano
21.142,Arroz,Plano
21.143,Arroz,Plano
21.144,Arroz,Plano
21.145,Cacao,Plano
21.146,Arroz,Plano
21.147,Pastos,Plano
21.148,Arroz,Plano
21.149,Arroz,Plano
21.15,Pastos,Plano
21.157,Arroz,Plano
21.158,Pastos,Plano
21.159,Arroz,Plano
21.16,Pastos,Ondulado
21.161,Arroz,Plano
21.162,Arroz,Plano
21.164,Pastos,Plano
21.168,Arroz,Plano
21.169,Arroz,Plano
21.172,Pastos,Plano
21.173,Pastos,Plano
21.174,Pastos,Plano
21.177,Pastos,Plano
21.178,Pastos,Plano
21.179,Pastos,Plano
21.181,Arroz,Plano
21.182,Arroz,Plano
21.184,Cacao,Plano
21.186,Aguacate,Pendiente
21.187,Aguacate,Pendiente
21.188,Pastos,Plano
21.189,Pastos,Pendiente
21.19,Pastos,Ondulado
21.191,Pastos,Ondulado
21.192,Pastos,Plano
21.193,Pastos,Plano
21.194,Pastos,Ondulado
21.195,Pastos,Plano
21.196,Pastos,Plano
21.197,Pastos,Ondulado
21.198,Pastos,Ondulado
21.199,Pastos,Plano
21.2,Pastos,Plano
21.201,Arroz,Plano
21.202,Pastos,Plano
21.203,Pastos,Ondulado
21.204,Pastos,Ondulado
21.205,Pastos,Plano
21.206,Pastos,Plano
21.207,Pastos,Plano
21.208,Arroz,Plano
21.209,Arroz,Plano
21.21,Pastos,Plano
21.211,Pastos,Ondulado
21.212,Pastos,Ondulado
21.213,Arroz,Plano
21.214,Caña Panelera,Ondulado
21.215,Caña Panelera,Ondulado
21.216,Caña Panelera,Ondulado
21.217,Arroz,Plano
21.219,Pastos,Plano
21.22,Pastos,Plano
21.221,Pastos,Plano
21.222,Pastos,Plano
21.223,Pastos,Plano
21.224,Pastos,Plano
21.225,Pastos,Plano
21.226,Pastos,Plano
21.229,Pastos,Plano
21.23,Pastos,Plano
21.231,Arroz,Plano
21.232,Arroz,Plano
21.233,Arroz,Plano
21.234,Arroz,Plano
21.235,Arroz,Plano
21.236,Arroz,Plano
21.237,Pastos,Plano
21.238,Caña Panelera,Ondulado
21.239,Arroz,Plano
21.24,Pastos,Plano
21.241,Arroz,Plano
21.242,Arroz,Plano
21.243,Arroz,Plano
21.244,Arroz,Plano
21.245,Arroz,Plano
21.246,Arroz,Plano
21.247,Pastos,Plano
21.248,Arroz,Plano
21.249,Pastos,Plano
21.251,Pastos,Ondulado
21.259,Maíz,Plano
21.262,Arroz,Plano
21.264,Pastos,Ondulado
21.265,Arroz,Plano
21.266,Arroz,Plano
21.267,Pastos,Plano
21.268,Arroz,Plano
21.269,Arroz,Plano
21.272,Plátano,Plano
21.273,Arroz,Plano
21.274,Arroz,Plano
21.275,Arroz,Plano
21.276,Arroz,Plano
21.277,Arroz,Plano
21.278,Arroz,Plano
21.279,Arroz,Plano
21.28,Plátano,Plano
21.281,Arroz,Plano
21.282,Arroz,Plano
21.283,Arroz,Plano
21.284,Arroz,Plano
21.285,Arroz,Plano
21.286,Arroz,Plano
21.287,Arroz,Plano
21.288,Pastos,Ondulado
21.29,Arroz,Plano
21.291,Café,Pendiente
21.292,Pastos,Ondulado
21.293,Pastos,Ondulado
21.294,Cacao,Plano
21.297,Cacao,Plano
21.298,Aguacate,Ondulado
21.299,Pasto Kikuyo,Ondulado
21.3,Pasto Kikuyo,Ondulado
21.302,Pasto Kikuyo,Pendiente
21.303,Pasto Kikuyo,Pendiente
21.305,Pasto Kikuyo,Plano
21.307,Caña Panelera,Plano
21.308,Pasto Kikuyo,Ondulado
21.309,Caña Panelera,Plano
21.31,Pasto Kikuyo,Plano
21.311,Caña Panelera,Plano
21.316,Pasto Kikuyo,Ondulado
21.319,Aguacate,Ondulado
21.32,Caña Panelera,Pendiente
21.321,Aguacate,Ondulado
21.322,Caña Panelera,Plano
21.323,Aguacate,Ondulado
21.324,Caña Panelera,Pendiente
21.326,Caña Panelera,Plano
21.327,Caña Panelera,Plano
21.328,Caña Panelera,Ondulado
21.329,Caña Panelera,Plano
21.33,Caña Panelera,Ondulado
21.331,Caña Panelera,Ondulado
21.332,Caña Panelera,Plano
21.333,Caña Panelera,Plano
21.334,Caña Panelera,Ondulado
21.335,Caña Panelera,Plano
21.336,Caña Panelera,Plano
21.337,Caña Panelera,Plano
21.338,Caña Panelera,Plano
21.339,Caña Panelera,Pendiente
21.341,Aguacate,Ondulado
21.342,Caña Panelera,Ondulado
21.343,Pasto Kikuyo,Ondulado
21.344,Pasto Kikuyo,Ondulado
21.345,Pasto Kikuyo,Ondulado
21.346,Pastos,Plano
21.347,Pastos,Plano
21.348,Pastos,Plano
21.349,Pastos,Plano
21.35,Pastos,Plano
21.351,Pastos,Plano
21.352,Pastos,Plano
21.353,Pastos,Plano
21.355,Pastos,Plano
21.356,Pastos,Plano
21.357,Pastos,Plano
21.358,Pastos,Plano
21.359,Pastos,Plano
21.36,Pastos,Plano
21.361,Pastos,Ondulado
21.362,Pastos,Plano
21.363,Pastos,Plano
21.364,Pastos,Plano
21.365,Pastos,Plano
21.366,Pastos,Plano
21.367,Pastos,Plano
21.368,Pastos,Plano
21.369,Pastos,Plano
21.37,Pastos,Plano
21.371,Pastos,Plano
21.372,Pasto Kikuyo,Ondulado
21.373,Café,Pendiente
21.374,Café,Pendiente
21.375,Café,Pendiente
21.376,Café,Ondulado
21.377,Café,Ondulado
21.378,Café,Pendiente
21.379,Café,Pendiente
21.38,Café,Pendiente
21.381,Pasto Kikuyo,Ondulado
21.382,Pasto Kikuyo,Ondulado
21.383,Pasto Kikuyo,Ondulado
21.385,Pasto Kikuyo,Plano
21.387,Pasto Kikuyo,Plano
21.388,Pasto Kikuyo,Ondulado
21.389,Pasto Kikuyo,Plano
21.39,Pasto Kikuyo,Ondulado
21.391,Pasto Kikuyo,Ondulado
21.392,Pasto Kikuyo,Ondulado
21.393,Caña Panelera,Plano
21.395,Caña Panelera,Pendiente
21.396,Caña Panelera,Pendiente
21.397,Caña Panelera,Plano
21.398,Caña Panelera,Pendiente
21.399,Cacao,Pendiente
21.4,Cacao,Ondulado
21.401,Cacao,Ondulado
21.402,Cacao,Pendiente
21.403,Cacao,Ondulado
21.404,Cacao,Pendiente
21.405,Cacao,Ondulado
21.408,Cacao,Pendiente
21.409,Cacao,Ondulado
21.411,Caña Panelera,Pendiente
21.412,Caña Panelera,Pendiente
21.413,Caña Panelera,Ondulado
21.414,Caña Panelera,Plano
21.415,Caña Panelera,Pendiente
21.416,Caña Panelera,Ligeramente ondulado
21.417,Caña Panelera,Ondulado
21.418,Caña Panelera,Plano
21.419,Caña Panelera,Pendiente
21.42,Caña Panelera,Ondulado
21.421,Caña Panelera,Pendiente
21.422,Cacao,Ondulado
21.423,Cacao,Ondulado
21.424,Cacao,Ondulado
21.425,Cacao,Pendiente
21.426,Cacao,Pendiente
21.427,Cacao,Ondulado
21.428,Cacao,Pendiente
21.429,Cacao,Ondulado
21.43,Cacao,Pendiente
21.431,Cacao,Ondulado
21.432,Cacao,Ondulado
21.433,Cacao,Ondulado
21.434,Cacao,Ondulado
21.435,Cacao,Ondulado
21.436,Cacao,Pendiente
21.437,Plátano,Pendiente
21.438,Plátano,Pendiente
21.439,Plátano,Pendiente
21.441,Cacao,Ondulado
21.442,Cacao,Ondulado
21.443,Cacao,Ondulado
21.444,Caña Panelera,Plano
21.445,Pastos,Plano
21.446,Caña Panelera,Pendiente
21.447,Caña Panelera,Plano
21.448,Caña Panelera,Plano
21.449,Caña Panelera,Pendiente
21.45,Caña Panelera,Pendiente
21.451,Caña Panelera,Pendiente
21.452,Caña Panelera,Pendiente
21.453,Caña Panelera,Pendiente
21.454,Caña Panelera,Pendiente
21.455,Caña Panelera,Pendiente
21.456,Caña Panelera,Pendiente
21.457,Caña Panelera,Pendiente
21.458,Caña Panelera,Pendiente
21.459,Aguacate,Ondulado
21.46,Caña Panelera,Plano
21.461,Caña Panelera,Ondulado
21.462,Caña Panelera,Pendiente
21.463,Caña Panelera,Plano
21.464,Caña Panelera,Pendiente
21.465,Caña Panelera,Pendiente
21.466,Caña Panelera,Pendiente
21.467,Caña Panelera,Pendiente
21.468,Caña Panelera,Plano
21.469,Caña Panelera,Pendiente
21.47,Caña Panelera,Ondulado
21.471,Caña Panelera,Pendiente
21.472,Caña Panelera,Pendiente
21.473,Caña Panelera,Pendiente
21.475,Caña Panelera,Pendiente
21.476,Aguacate,Ondulado
21.478,Aguacate,Pendiente
21.479,Aguacate,Ondulado
21.48,Aguacate,Ondulado
21.481,Caña Panelera,Pendiente
21.482,Caña Panelera,Pendiente
21.484,Caña Panelera,Ondulado
21.485,Caña Panelera,Pendiente
21.486,Caña Panelera,Plano
21.487,Caña Panelera,Pendiente
21.488,Caña Panelera,Pendiente
21.489,Caña Panelera,Pendiente
21.49,Aguacate,Ondulado
21.491,Caña Panelera,Pendiente
21.492,Caña Panelera,Pendiente
21.493,Caña Panelera,Plano
21.494,Caña Panelera,Pendiente
21.495,Caña Panelera,Pendiente
21.496,Caña Panelera,Pendiente
21.497,Caña Panelera,Ondulado
21.498,Pastos,Ondulado
21.499,Pastos,Plano
21.5,Pastos,Pendiente
21.502,Pastos,Ondulado
21.503,Pastos,Ondulado
21.504,Pastos,Ondulado
21.505,Pastos,Ondulado
21.506,Pastos,Ondulado
21.508,Pastos,Ondulado
21.509,Pasto Kikuyo,Ondulado
21.51,Pasto Kikuyo,Pendiente
21.511,Pastos,Ondulado
21.512,Pasto Kikuyo,Ondulado
21.513,Pasto Kikuyo,Pendiente
21.514,Pasto Kikuyo,Plano
21.515,Pasto Kikuyo,Ondulado
21.516,Pasto Kikuyo,Ondulado
21.517,Pasto Kikuyo,Ondulado
21.518,Pasto Kikuyo,Pendiente
21.519,Pasto Kikuyo,Ondulado
21.52,Pasto Kikuyo,Plano
21.521,Pasto Kikuyo,Ondulado
21.522,Pasto Kikuyo,Pendiente
21.523,Pasto Kikuyo,Ondulado
21.524,Pasto Kikuyo,Ondulado
21.525,Cacao,Plano
21.527,Pastos,Pendiente
21.528,Pastos,Pendiente
21.529,Pastos,Pendiente
21.53,Pastos,Ondulado
21.531,Aguacate,Ondulado
21.532,Aguacate,Ondulado
21.533,Pastos,Pendiente
21.534,Pastos,Pendiente
21.535,Pastos,Pendiente
21.536,Pastos,Pendiente
21.538,Pastos,Pendiente
21.544,Caña Panelera,Plano y ondulado
21.545,Caña Panelera,Plano
21.549,Pastos,Pendiente
21.55,Pasto Kikuyo,Ondulado
21.551,Pasto Kikuyo,Pendiente
21.552,Pasto Kikuyo,Plano
21.553,Pasto Kikuyo,Ondulado
21.554,Maíz,Ondulado
21.555,Pasto Kikuyo,Ondulado
21.556,Pasto Kikuyo,Ondulado
21.557,Pasto Kikuyo,Ondulado
21.558,Pasto Kikuyo,Ondulado
21.559,Pasto Kikuyo,Ondulado
21.56,Pasto Kikuyo,Ondulado
21.561,Pasto Kikuyo,Ondulado
21.562,Pasto Kikuyo,Ondulado
21.563,Pasto Kikuyo,Plano
21.565,Pasto Kikuyo,Ondulado
21.566,Pasto Kikuyo,Plano
21.567,Pasto Kikuyo,Ondulado
21.568,Pasto Kikuyo,Plano
21.569,Pasto Kikuyo,Ondulado
21.57,Pasto Kikuyo,Ondulado
21.571,Pastos,Ondulado
21.572,Pastos,Ondulado
21.573,Pastos,Ondulado
21.574,Pastos,Ondulado
21.575,Pasto Kikuyo,Pendiente
21.576,Pasto Kikuyo,Pendiente
21.577,Pasto Kikuyo,Ondulado
21.578,Pasto Kikuyo,Ondulado
21.579,Pasto Kikuyo,Pendiente
21.58,Pasto Kikuyo,Plano
21.581,Pasto Kikuyo,Ondulado
21.582,Pastos,Pendiente
21.583,Pastos,Pendiente
21.586,Pasto Kikuyo,Ondulado
21.587,Pasto Kikuyo,Plano
21.588,Pasto Kikuyo,Plano
21.589,Maíz,Ondulado
21.59,Pasto Kikuyo,Ondulado
21.591,Pasto Kikuyo,Ondulado
21.592,Pasto Kikuyo,Ondulado
21.594,Pasto Kikuyo,Pendiente
21.595,Pasto Kikuyo,Plano
21.596,Pasto Kikuyo,Ondulado
21.597,Maíz,Ondulado
21.598,Pasto Kikuyo,Ondulado
21.599,Pasto Kikuyo,Pendiente
21.6,Pasto Kikuyo,Ondulado
21.601,Pasto Kikuyo,Ondulado
21.602,Pastos,Pendiente
21.603,Pastos,Pendiente
21.604,Pastos,Ondulado
21.605,Pastos,Pendiente
21.609,Pasto Kikuyo,Plano
21.612,Plátano,Ondulado
21.613,Cacao,Plano
21.616,Pastos,Plano
21.619,Cacao,Pendiente
21.62,Cacao,Plano
21.621,Pastos,Plano
21.622,Pastos,Plano
21.623,Pastos,Plano
21.624,Pastos,Pendiente
21.625,Pastos,Pendiente
21.626,Pastos,Pendiente
21.627,Pastos,Pendiente
21.63,Pastos,Pendiente
21.631,Pastos,Pendiente
21.632,Pastos,Plano
21.633,Pastos,Plano
21.634,Pastos,Plano
21.635,Pastos,Plano
21.636,Pastos,Plano
21.638,Pastos,Plano
21.639,Pastos,Plano
21.64,Pastos,Plano
21.641,Pastos,Plano
21.642,Pastos,Plano
21.643,Pastos,Plano
21.644,Pastos,Plano
21.645,Pastos,Plano
21.646,Pastos,Plano
21.647,Pastos,Plano
21.648,Pastos,Plano
21.649,Pastos,Plano
21.654,Pastos,Pendiente
21.655,Pastos,Plano
21.656,Pastos,Pendiente
21.657,Pastos,Plano
21.658,Pastos,Plano
21.662,Cacao,Plano
21.663,Pastos,Plano
21.664,Pastos,Plano
21.665,Pastos,Plano
21.668,Pastos,Pendiente
21.67,Pastos,Pendiente
21.671,Pastos,Pendiente
21.672,Pastos,Pendiente
21.673,Pastos,Pendiente
21.674,Pastos,Pendiente
21.675,Pastos,Pendiente
21.676,Pastos,Plano
21.677,Pastos,Pendiente
21.678,Pastos,Pendiente
21.679,Pastos,Pendiente
21.68,Pastos,Pendiente
21.681,Pastos,Pendiente
21.685,Pastos,Plano
21.686,Pastos,Plano
21.687,Pastos,Plano
21.688,Pastos,Plano
21.689,Cacao,Ondulado
21.695,Pastos,Plano
21.696,Pastos,Plano
21.698,Pastos,Plano
21.702,Aguacate,Pendiente
21.708,Pastos,Plano
21.709,Pastos,Ondulado
21.71,Aguacate,Plano
21.712,Pasto Kikuyo,Pendiente
21.713,Pasto Kikuyo,Ondulado
21.714,Pasto Kikuyo,Ondulado
21.715,Pasto Kikuyo,Plano
21.716,Pasto Kikuyo,Ondulado
21.717,Pasto Kikuyo,Pendiente
21.718,Pasto Kikuyo,Ondulado
21.719,Pasto Kikuyo,Pendiente
21.72,Pasto Kikuyo,Ondulado
21.722,Pasto Kikuyo,Plano
21.723,Pasto Kikuyo,Ondulado
21.724,Pasto Kikuyo,Ondulado
21.725,Pasto Kikuyo,Pendiente
21.726,Pasto Kikuyo,Pendiente
21.727,Pasto Kikuyo,Ondulado
21.728,Pasto Kikuyo,Ondulado
21.729,Pasto Kikuyo,Plano
21.73,Pasto Kikuyo,Pendiente
21.731,Pasto Kikuyo,Pendiente
21.732,Pasto Kikuyo,Ondulado
21.733,Pasto Kikuyo,Plano
21.734,Pasto Kikuyo,Ondulado
21.735,Pasto Kikuyo,Pendiente
21.736,Pasto Kikuyo,Plano
21.737,Pasto Kikuyo,Ondulado
21.738,Pasto Kikuyo,Plano
21.739,Pasto Kikuyo,Pendiente
21.74,Pasto Kikuyo,Pendiente
21.741,Pasto Kikuyo,Ondulado
21.742,Pasto Kikuyo,Ondulado
21.743,Pasto Kikuyo,Pendiente
21.744,Pasto Kikuyo,Pendiente
21.745,Pasto Kikuyo,Plano
21.746,Pasto Kikuyo,Ondulado
21.747,Pasto Kikuyo,Plano
21.748,Pasto Kikuyo,Plano
21.749,Pasto Kikuyo,Plano
21.75,Pasto Kikuyo,Pendiente
21.751,Pasto Kikuyo,Plano
21.752,Pasto Kikuyo,Plano
21.753,Pasto Kikuyo,Ondulado
21.754,Pasto Kikuyo,Ondulado
21.755,Pasto Kikuyo,Ondulado
21.756,Pasto Kikuyo,Ondulado
21.757,Pasto Kikuyo,Ondulado
21.758,Pasto Kikuyo,Pendiente
21.759,Pasto Kikuyo,Pendiente
21.76,Pasto Kikuyo,Ondulado
21.761,Pasto Kikuyo,Ondulado
21.762,Pasto Kikuyo,Ondulado
21.764,Pasto Kikuyo,Plano
21.765,Pasto Kikuyo,Plano
21.766,Pasto Kikuyo,Plano
21.767,Pasto Kikuyo,Ondulado
21.768,Pasto Kikuyo,Plano
21.769,Pasto Kikuyo,Ondulado
21.77,Pasto Kikuyo,Plano
21.771,Pasto Kikuyo,Plano
21.772,Pasto Kikuyo,Plano
21.773,Pasto Kikuyo,Ondulado
21.774,Pasto Kikuyo,Plano
21.787,Pasto Kikuyo,Ondulado
21.788,Pasto Kikuyo,Ondulado
21.789,Pasto Kikuyo,Ondulado
21.79,Pasto Kikuyo,Pendiente
21.791,Pasto Kikuyo,Ondulado
21.792,Pasto Kikuyo,Ondulado
21.793,Pasto Kikuyo,Plano
21.794,Pasto Kikuyo,Pendiente
21.795,Aguacate,Ondulado
21.798,Pasto Kikuyo,Pendiente
21.799,Pasto Kikuyo,Ondulado
21.8,Pasto Kikuyo,Ondulado
21.801,Pasto Kikuyo,Ondulado
21.802,Pasto Kikuyo,Plano
21.803,Pasto Kikuyo,Plano
21.804,Pasto Kikuyo,Ondulado
21.805,Pasto Kikuyo,Plano
21.806,Pasto Kikuyo,Pendiente
21.807,Pasto Kikuyo,Pendiente
21.808,Pasto Kikuyo,Pendiente
21.809,Pasto Kikuyo,Ondulado
21.81,Pasto Kikuyo,Ondulado
21.812,Pasto Kikuyo,Ondulado
21.813,Pasto Kikuyo,Pendiente
21.814,Pasto Kikuyo,Ondulado
21.815,Pasto Kikuyo,Plano
21.817,Arroz,Plano
21.819,Pastos,Plano
21.82,Pastos,Plano
21.821,Cacao,Pendiente
21.822,Arroz,Plano
21.823,Arroz,Plano
21.824,Arroz,Plano
21.825,Pastos,Ondulado
21.826,Arroz,Plano
21.828,Arroz,Plano
21.829,Plátano,Plano
21.83,Pastos,Ondulado
21.831,Pastos,Ondulado
21.832,Pastos,Ondulado
21.833,Arroz,Plano
21.834,Arroz,Plano
21.835,Arroz,Plano
21.836,Arroz,Plano
21.837,Pastos,Ondulado
21.838,Pastos,Ondulado
21.839,Arroz,Plano
21.842,Cacao,Pendiente
21.843,Pastos,Ondulado
21.845,Pastos,Ondulado
21.846,Arroz,Plano
21.85,Arroz,Plano
21.856,Cacao,Plano
21.857,Cacao,Pendiente
21.858,Cacao,Pendiente
21.859,Arroz,Plano
21.86,Cacao,Pendiente
21.861,Cacao,Ondulado
21.862,Cacao,Pendiente
21.863,Cacao,Pendiente
21.864,Cacao,Pendiente
21.865,Cacao,Pendiente
21.868,Arroz,Plano
21.869,Arroz,Plano
21.87,Pasto Kikuyo,Ondulado
21.871,Pasto Kikuyo,Plano
21.872,Pasto Kikuyo,Ondulado
21.873,Pasto Kikuyo,Pendiente
21.874,Pasto Kikuyo,Plano
21.875,Pasto Kikuyo,Plano
21.876,Pasto Kikuyo,Plano
21.877,Pasto Kikuyo,Plano
21.878,Pasto Kikuyo,Plano
21.879,Pasto Kikuyo,Ondulado
21.88,Pasto Kikuyo,Ondulado
21.881,Pasto Kikuyo,Ondulado
21.882,Pasto Kikuyo,Ondulado
21.883,Pasto Kikuyo,Ondulado
21.884,Pasto Kikuyo,Pendiente
21.885,Pasto Kikuyo,Plano
21.886,Pasto Kikuyo,Ondulado
21.887,Pasto Kikuyo,Plano
21.888,Pasto Kikuyo,Plano
21.889,Pasto Kikuyo,Ondulado
21.89,Pasto Kikuyo,Ondulado
21.891,Pasto Kikuyo,Ondulado
21.892,Pasto Kikuyo,Ondulado
21.893,Pasto Kikuyo,Plano
21.894,Pasto Kikuyo,Pendiente
21.895,Pasto Kikuyo,Plano
21.896,Arroz,Plano
21.897,Arroz,Plano
21.898,Arroz,Plano
21.899,Pastos,Plano
21.9,Arroz,Plano
21.901,Arroz,Plano
21.902,Arroz,Plano
21.903,Arroz,Plano
21.904,Arroz,Plano
21.905,Arroz,Plano
21.906,Arroz,Plano
21.907,Pastos,Ondulado
21.908,Arroz,Plano
21.909,Pasto Kikuyo,Ondulado
21.91,Pasto Kikuyo,Plano
21.911,Pasto Kikuyo,Plano
